name,align,eye,hair,sex,year
Brian Hibbs,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,1993
Vladimir Kravinoff,Bad Characters,Brown Eyes,Black Hair,Male Characters,1994
Nils Styger,Good Characters,Blue Eyes,Black Hair,Male Characters,1997
Jack Truman,Good Characters,Blue Eyes,Black Hair,Male Characters,1998
Stewart Ward,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1999
Dog Logan,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2001
Heather Cameron,Good Characters,Blue Eyes,Blond Hair,Female Characters,2001
Temugin,Bad Characters,Brown Eyes,Black Hair,Male Characters,2002
Miguel Reyes,Good Characters,Hazel Eyes,Brown Hair,Male Characters,2006
Ravenous,Bad Characters,Red Eyes,No Hair,Male Characters,2006
Henry Hellrung,Good Characters,Brown Eyes,Brown Hair,Male Characters,2007
Alejandra Blaze,Neutral Characters,Brown Eyes,Black Hair,Female Characters,2011
Rachel Cole,Good Characters,Blue Eyes,Red Hair,Female Characters,2011
Jet Zola,Neutral Characters,Brown Eyes,Black Hair,Female Characters,2013
Dennis Burton,Good Characters,Brown Eyes,Brown Hair,Male Characters,1940
Richard Jones,Good Characters,Blue Eyes,Red Hair,Male Characters,1940
Roddy Colt,Good Characters,Brown Eyes,Brown Hair,Male Characters,1942
Jane Hastings,Good Characters,Blue Eyes,Black Hair,Female Characters,1954
Kathryn Worthington,Good Characters,Blue Eyes,Blond Hair,Female Characters,1965
Nick Lewis Sr.,Bad Characters,Brown Eyes,Black Hair,Male Characters,1965
Warren Worthington Jr.,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1965
Brian Dunlap,Bad Characters,Blue Eyes,Grey Hair,Male Characters,1967
Vincent Patilio,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,1967
Victor Frankenstein,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,1969
Jenna,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,1971
Patricia Starr,Good Characters,Blue Eyes,Blond Hair,Female Characters,1972
Thulsa Doom,Bad Characters,Blue Eyes,White Hair,Male Characters,1972
Linda Littletrees,Neutral Characters,Brown Eyes,Black Hair,Female Characters,1973
Agamotto,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,1974
Astra,Neutral Characters,White Eyes,Red Hair,Female Characters,1977
Byron Calley,Bad Characters,Blue Eyes,White Hair,Male Characters,1977
Hobgoblin,Neutral Characters,Yellow Eyes,No Hair,Male Characters,1977
Lance Hunter,Good Characters,Blue Eyes,Grey Hair,Male Characters,1977
Maria Carbonell,Neutral Characters,Brown Eyes,Grey Hair,Female Characters,1977
Scintilla,Neutral Characters,Blue Eyes,Red Hair,Female Characters,1977
Denise Baranger,Bad Characters,Violet Eyes,Black Hair,Female Characters,1978
Ray Landers,Good Characters,Brown Eyes,Black Hair,Male Characters,1980
Victoria Star,Good Characters,Blue Eyes,Blond Hair,Female Characters,1981
James McDonald,Good Characters,Brown Eyes,Brown Hair,Male Characters,1982
Luke Merriweather,Good Characters,Blue Eyes,Blond Hair,Male Characters,1982
Eitri,Good Characters,Brown Eyes,Brown Hair,Male Characters,1983
Ferdinand Lopez,Bad Characters,Blue Eyes,Black Hair,Male Characters,1985
Abraham Kieros,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,1986
Craig Saunders Jr.,Bad Characters,Blue Eyes,White Hair,Male Characters,1986
Stephen Beckley,Good Characters,Blue Eyes,Brown Hair,Male Characters,1987
Dreamqueen,Bad Characters,Yellow Eyes,Green Hair,Female Characters,1988
Garthan Saal,Good Characters,White Eyes,Black Hair,Male Characters,1989
Mephista,Neutral Characters,Orange Eyes,Black Hair,Female Characters,1989
Victor Strange,Good Characters,Blue Eyes,Brown Hair,Male Characters,1989
Meryet Karim,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,1990
Prometheus,Good Characters,Brown Eyes,Black Hair,Male Characters,1990
Albert,Neutral Characters,Red Eyes,Black Hair,Male Characters,1991
Nathan Taylor,Good Characters,Blue Eyes,Blond Hair,Male Characters,1991
George Baker,Bad Characters,Red Eyes,Bald,Male Characters,1994
Izo,Good Characters,White Eyes,White Hair,Male Characters,1996
Edward McDonough,Good Characters,Brown Eyes,Brown Hair,Male Characters,1998
Nakia,Bad Characters,Brown Eyes,Black Hair,Female Characters,1998
Isaiah Bradley,Good Characters,Brown Eyes,Bald,Male Characters,2003
Lorelei Travis,Neutral Characters,Green Eyes,Pink Hair,Female Characters,2004
Praxagora,Good Characters,Blue Eyes,No Hair,Female Characters,2006
Profile,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2006
Hui Lin,Good Characters,Brown Eyes,Black Hair,Male Characters,2007
James Wa,Good Characters,Brown Eyes,Black Hair,Male Characters,2007
Li Hua,Good Characters,Brown Eyes,Black Hair,Female Characters,2007
Aleksandra Nikolaevna,Bad Characters,Blue Eyes,Black Hair,Female Characters,2008
Anti-Venom,Good Characters,Red Eyes,No Hair,Agender Characters,2008
Screwball,Neutral Characters,Blue Eyes,Purple Hair,Female Characters,2008
Adam Brashear,Good Characters,Brown Eyes,Black Hair,Male Characters,2009
Annie,Good Characters,Green Eyes,Red Hair,Female Characters,2011
George Tarleton,Bad Characters,White Eyes,Bald,Male Characters,2011
Drusilla,Good Characters,Black Eyes,Black Hair,Female Characters,2013
Tamara Devoux,Good Characters,Brown Eyes,Black Hair,Female Characters,2013
Zar,Good Characters,Black Eyes,Brown Hair,Male Characters,1939
Dynamic Man,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1940
John Steele,Good Characters,Brown Eyes,Black Hair,Male Characters,1940
Lance Temple,Good Characters,Blue Eyes,Orange Hair,Male Characters,1951
Fenris Wolf,Bad Characters,Red Eyes,Black Hair,Male Characters,1965
Norton McCoy,Good Characters,Blue Eyes,Brown Hair,Male Characters,1965
Bast,Neutral Characters,Green Eyes,Black Hair,Female Characters,1966
Theodore Roberts,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,1966
Paul Destine,Bad Characters,Blue Eyes,Brown Hair,Male Characters,1968
Alex Nevsky,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1969
Dweller-in-Darkness,Bad Characters,Yellow Eyes,No Hair,Male Characters,1974
Yagzan,Bad Characters,Black Eyes,No Hair,Male Characters,1974
Alexandra Rasputina,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,1975
Horus,Neutral Characters,Brown Eyes,No Hair,Male Characters,1975
Werner Schmidt,Bad Characters,Red Eyes,No Hair,Male Characters,1975
Aaron Salomon,Bad Characters,Green Eyes,No Hair,Male Characters,1977
Barton Hamilton,Bad Characters,Blue Eyes,Black Hair,Male Characters,1977
Hoder Villison,Good Characters,White Eyes,White Hair,Male Characters,1978
Jonathan Drew,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1978
Alejandro Montoya,Good Characters,Brown Eyes,Black Hair,Male Characters,1979
Asmodeus,Bad Characters,Yellow Eyes,Black Hair,Male Characters,1981
Carter Blaire,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1981
Hamilton Slade,Good Characters,Blue Eyes,Blond Hair,Male Characters,1981
Gardner Monroe,Bad Characters,Grey Eyes,Black Hair,Male Characters,1983
Thomas Lennox,Good Characters,Brown Eyes,Black Hair,Male Characters,1983
Alton Vibereaux,Bad Characters,Blue Eyes,Black Hair,Male Characters,1984
Mongoose,Bad Characters,Brown Eyes,Bald,Male Characters,1986
Robin Braxton,Neutral Characters,Green Eyes,Red Hair,Female Characters,1986
Mister Jip,Bad Characters,Red Eyes,White Hair,Male Characters,1987
Buck Cashman,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,1988
Teresa Vasquez,Bad Characters,Brown Eyes,Black Hair,Female Characters,1988
Fin,Good Characters,Brown Eyes,Black Hair,Male Characters,1990
Neal Saroyan,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1991
Cyttorak,Bad Characters,Variable Eyes,Variable Hair,Male Characters,1992
John Wraith,Neutral Characters,Brown Eyes,Bald,Male Characters,1992
Korath-Thak,Bad Characters,Blue Eyes,Bald,Male Characters,1992
Carl Denti,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,1993
Jacob Gavin Jr.,Neutral Characters,Blue Eyes,Black Hair,Female Characters,1993
Malcolm Murphy,Neutral Characters,Green Eyes,Orange Hair,Male Characters,1993
Kevin Tremain,Bad Characters,Red Eyes,Black Hair,Male Characters,1996
Gator,Good Characters,Yellow Eyeballs,No Hair,Male Characters,1997
Pixie,Good Characters,Blue Eyes,Red Hair,Female Characters,2000
Evangeline Whedon,Good Characters,Blue Eyes,Black Hair,Female Characters,2003
Kiden Nixon,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,2003
Gilberto Corazon,Good Characters,Black Eyes,Black Hair,Male Characters,2004
Miguel Legar,Good Characters,Brown Eyes,Black Hair,Male Characters,2004
Ord,Bad Characters,Red Eyes,Black Hair,Male Characters,2004
Patrick Mulligan,Good Characters,Green Eyes,Brown Hair,Male Characters,2004
Titannus,Bad Characters,Green Eyes,No Hair,Male Characters,2005
Demetrius Lazer,Bad Characters,Grey Eyes,Black Hair,Male Characters,2006
Crosta,Good Characters,Black Eyes,No Hair,Male Characters,2009
Janice Lincoln,Neutral Characters,Black Eyes,Black Hair,Female Characters,2010
Maximilian Frankenstein,Bad Characters,Blue Eyes,Blond Hair,Male Characters,2011
Ex Nihilo,Good Characters,Green Eyes,Bald,Male Characters,2013
Scott Adsit,Good Characters,Black Eyes,Bald,Male Characters,2013
Earl Everett,Good Characters,Brown Eyes,Brown Hair,Male Characters,1940
Valkin,Good Characters,Blue Eyes,Black Hair,Male Characters,1940
Peter Noble,Good Characters,Brown Eyes,Brown Hair,Male Characters,1941
Mary Mitchell,Good Characters,Blue Eyes,Blond Hair,Female Characters,1948
Edna Andrews,Good Characters,Blue Eyes,Brown Hair,Female Characters,1965
Lucifer,Bad Characters,Blue Eyes,Black Hair,Male Characters,1965
Dredmund Cromwell,Bad Characters,Brown Eyes,Black Hair,Male Characters,1966
Volla,Good Characters,Silver Eyes,White Hair,Female Characters,1966
Raniero Drago,Bad Characters,Brown Eyes,Black Hair,Male Characters,1967
Gor-Tok,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1968
Lemuel Dorcas,Bad Characters,Blue Eyes,Brown Hair,Male Characters,1968
Torgo,Neutral Characters,Red Eyes,No Hair,Male Characters,1969
Gog,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,1971
Krista,Good Characters,Blue Eyes,Blond Hair,Female Characters,1973
Lisa Castle,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,1975
Maria Castle,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,1975
Mimir,Neutral Characters,Red Eyes,No Hair,Male Characters,1975
Katherine Summers,Good Characters,Blue Eyes,Blond Hair,Female Characters,1977
Helmut Gruler,Good Characters,Blue Eyes,Black Hair,Male Characters,1978
Atum,Neutral Characters,Red Eyes,No Hair,Male Characters,1982
Brendon Doyle,Bad Characters,Blue Eyes,Red Hair,Male Characters,1982
Leonard Hebb,Good Characters,Brown Eyes,Black Hair,Male Characters,1982
Kofi Whitemane,Good Characters,Pink Eyes,Black Hair,Male Characters,1985
Jalome Beacher,Bad Characters,Brown Eyes,Black Hair,Male Characters,1986
Buck Chisholm,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,1987
Matthew Plunder,Good Characters,Green Eyes,Blond Hair,Male Characters,1988
Mikel Fury,Good Characters,Blue Eyes,Brown Hair,Male Characters,1989
Kurt Gerhardt,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1990
Buford Wilson,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1991
Ernst Sablinova,Good Characters,Blue Eyes,Silver Hair,Male Characters,1992
Scott Washington,Good Characters,Brown Eyes,Black Hair,Male Characters,1992
Wyre,Good Characters,Brown Eyes,Brown Hair,Male Characters,1992
Blitziana,Good Characters,White Eyes,Gold Hair,Female Characters,1994
Cathy Webster,Good Characters,Blue Eyes,Blond Hair,Female Characters,1994
Semiramis,Bad Characters,Yellow Eyes,White Hair,Female Characters,1994
Giuletta Nefaria,Good Characters,Grey Eyes,Black Hair,Female Characters,1995
Fang,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,1996
Baymax,Good Characters,Red Eyes,No Hair,Male Characters,1998
Duane Freeman,Good Characters,Brown Eyes,Bald,Male Characters,1998
Hiro Takachiho,Good Characters,Brown Eyes,Black Hair,Male Characters,1998
Morris Maxwell,Neutral Characters,Blue Eyes,White Hair,Male Characters,1998
Isabella Carmela Magdalena Gnucci,Bad Characters,Blue Eyes,Black Hair,Female Characters,2000
Oubliette Midas,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,2000
Francis Klum,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2002
Cassie Lathrop,Good Characters,Blue Eyes,Blond Hair,Female Characters,2003
Christopher Seyfert,Good Characters,Blue Eyes,Blond Hair,Male Characters,2003
Jolen,Bad Characters,White Eyes,Brown Hair,Male Characters,2003
Peter Seyfert,Good Characters,Green Eyes,Brown Hair,Male Characters,2003
Louis Sadler Jr.,Good Characters,Blue Eyes,Blond Hair,Male Characters,2004
Zuzha Yu,Good Characters,Brown Eyes,Black Hair,Female Characters,2004
Ero,Bad Characters,Hazel Eyes,Blond Hair,Female Characters,2006
Leper Queen,Bad Characters,Brown Eyes,Bald,Female Characters,2006
Eliphas,Bad Characters,Brown Eyes,Black Hair,Male Characters,2008
Eric Gitter,Good Characters,Blue Eyes,Bald,Male Characters,2008
Egghead,Bad Characters,Yellow Eyes,No Hair,Male Characters,2009
Benito Serrano,Good Characters,Brown Eyes,Black Hair,Male Characters,2010
Reginald Fortean,Bad Characters,Blue Eyes,Black Hair,Male Characters,2011
Wally Layton,Good Characters,Grey Eyes,Brown Hair,Male Characters,2012
Daniel Rose,Good Characters,Blue Eyes,Brown Hair,Male Characters,1941
William Waring,Good Characters,Green Eyes,Red Hair,Male Characters,1941
Albert Malik,Bad Characters,Brown Eyes,White Hair,Male Characters,1953
Leonardo da Vinci,Good Characters,Blue Eyes,Blond Hair,Male Characters,1964
Xandu,Bad Characters,Blue Eyes,White Hair,Male Characters,1965
Artemis,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,1966
Joseph Timms,Good Characters,Brown Eyes,No Hair,Male Characters,1969
Kinji Obatu,Bad Characters,Brown Eyes,Black Hair,Male Characters,1969
Willard Weir,Bad Characters,Red Eyes,Black Hair,Male Characters,1970
Johnny Wakely,Good Characters,Black Eyes,Black Hair,Male Characters,1971
Michael Stockton,Bad Characters,Blue Eyes,Bald,Male Characters,1972
Benjamin Donovan,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1973
Raymond Coker,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1973
Frank Castle Jr.,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1975
Michael Rossi,Good Characters,Brown Eyes,Brown Hair,Male Characters,1975
Nikolai Rasputin,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1975
Thomas Lightner,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,1976
Anthony Davis,Bad Characters,Brown Eyes,Black Hair,Male Characters,1977
Greg Salinger,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1977
Minn-Erva,Bad Characters,Blue Eyes,Black Hair,Female Characters,1977
Primus,Neutral Characters,Yellow Eyes,No Hair,Male Characters,1977
Abdul Qamar,Good Characters,Brown Eyes,Black Hair,Male Characters,1980
James Marks,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1981
Varnae,Bad Characters,Red Eyes,Green Hair,Male Characters,1982
Arthur Blackwood,Bad Characters,Blue Eyes,Brown Hair,Male Characters,1983
Gregory Nettles,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1983
Gilpetperdon,Bad Characters,Gold Eyes,Gold Hair,Male Characters,1985
Leir,Good Characters,Blue Eyes,Auburn Hair,Male Characters,1987
Ariana Saddiqi,Bad Characters,White Eyes,Blond Hair,Female Characters,1988
Cecilia Cardinale,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,1988
Tam Anderson,Good Characters,Hazel Eyes,Red Hair,Female Characters,1988
Bart Rozum,Good Characters,Brown Eyes,Red Hair,Male Characters,1989
J. R. Walker,Bad Characters,Brown Eyes,Black Hair,Male Characters,1989
Nikolaus Geist,Bad Characters,Brown Eyes,White Hair,Male Characters,1989
Philip Sterns,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1989
Thomas Sorenson,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1990
Fabian Marechal-Julbin,Bad Characters,Blue Eyes,Brown Hair,Male Characters,1991
Jeff Hagees,Bad Characters,Blue Eyes,Red Hair,Male Characters,1991
Alkhema,Bad Characters,Variable Eyes,No Hair,Female Characters,1993
Isaac Javitz,Bad Characters,One Eye,Brown Hair,Male Characters,1993
Katu Kath,Bad Characters,White Eyes,Grey Hair,Male Characters,1993
Mary Lavinia Octavius,Neutral Characters,Black Eyes,Blue Hair,Female Characters,1993
Veronica Benning,Good Characters,Blue Eyes,Black Hair,Female Characters,1993
Emrys Killebrew,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,1994
Xenith,Bad Characters,Brown Eyes,Bald,Female Characters,1995
Hope Hibbert,Good Characters,Brown Eyes,Brown Hair,Female Characters,1997
Green Goblin,Bad Characters,Yellow Eyes,No Hair,Male Characters,1998
Fiz,Good Characters,Green Eyes,Black Hair,Male Characters,1999
James Howlett,Bad Characters,Green Eyes,No Hair,Male Characters,1999
Vargas,Bad Characters,Brown Eyes,Black Hair,Male Characters,2001
Woodstock Schumaker,Good Characters,Blue Eyes,Blond Hair,Female Characters,2001
Azazel,Bad Characters,Red Eyes,Grey Hair,Male Characters,2003
Absolon Mercator,Good Characters,Blue Eyes,No Hair,Male Characters,2004
Anti-Cap,Bad Characters,Blue Eyes,Black Hair,Male Characters,2004
Maxwell Jordan,Good Characters,Brown Eyes,Brown Hair,Male Characters,2004
Wicked,Good Characters,Brown Eyes,Black Hair,Female Characters,2004
Itsu,Neutral Characters,Brown Eyes,Black Hair,Female Characters,2006
Jacob Oh,Good Characters,Brown Eyes,Black Hair,Male Characters,2006
Kate Kildare,Good Characters,Grey Eyes,Blond Hair,Female Characters,2007
Ol-Sahm,Good Characters,Brown Eyes,No Hair,Male Characters,2008
Anton Vanko,Bad Characters,Brown Eyes,Black Hair,Male Characters,2010
Bru00fcn,Bad Characters,White Eyes,White Hair,Female Characters,2010
Doug Johnson III,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,2010
Ms. Lion,Good Characters,Black Eyes,White Hair,Male Characters,2010
Corvus Glaive,Bad Characters,Black Eyes,No Hair,Male Characters,2013
Tyrannix the Abominoid,Neutral Characters,Red Eyes,No Hair,Male Characters,2013
Jim Gardley,Good Characters,Blue Eyes,Black Hair,Male Characters,1939
